2rbp 1.46691 2rbs 1.557 2rbs 269
3x26 1.34016 2qdy 1.29987 2qdy CSD
5pa9 1.55203 5pam 1.6000299999999998 5pam 7Z1
5pb1 1.8 5paj 1.7000400000000002 5paj 7HE
6i14 1.7300200000000001 6i12 1.65002 6i12 H08
5tjs 1.78014 5tkc 1.7793599999999998 5tkc G3H
6i14 1.7300200000000001 6i11 1.6700099999999998 6i11 H0H
1mn0 1.8880400000000002 1mmy 1.8061 1mmy G6D
5xbu 0.9990020000000001 5xbx 1.04 5xbx CBI
2y8n 1.75 2yaj 1.75079 2yaj 4HP
4eci 1.7589 4ecj 1.75951 4ecj GSH
3tot 1.76058 3tou 1.7480099999999998 3tou GSH
5lu0 1.729 6f4x 1.6942599999999999 6f4x FMC
5hmj 1.29987 6f2i 1.2005700000000001 6f2i 7MT
5bry 1.33877 3tl9 1.31966 3tl9 ROC
3twa 1.75775 3twb 1.76062 3twb GCO
5ob8 1.85007 6ad5 1.7500900000000001 6ad5 9U3
5k2n 1.4012200000000001 6f2j 1.30159 6f2j 7MT
4flg 1.30831 3vf5 1.24855 3vf5 031
4ngk 1.50007 6aea 1.40008 6aea 9U3
1sp5 1.80103 1iiq 1.83005 1iiq 0ZR
4fl8 1.19561 5dgu 1.2199799999999998 5dgu 5B7
1dpx 1.6500700000000001 3a94 1.55009 3a94 RH3
4lyc 1.34817 4xad 1.24901 4xad 3ZW
4wl7 1.9501700000000002 6pbb 1.87425 6pbb I3C
3bp4 1.84945 3b6s 1.7983799999999999 3b6s CIR
3sza 1.48146 3szb 1.50952 3szb I1E
6glk 1.50014 6glm 1.5994899999999999 6glm BU8
6iog 1.54552 6ioi 1.60017 6ioi COA
6glk 1.50014 6gln 1.40127 6gln 3gzm
5zze 1.42346 3wfu 1.3540299999999998 3wfu J1R
3dai 1.9500099999999998 5a82 1.86055 5a82 YEJ
3dai 1.9500099999999998 5a5n 1.9501 5a5n 8WS
4qsu 1.9001 6s57 1.82 6s57 KVT
3dai 1.9500099999999998 6hdn 1.9 6hdn FZB
3dai 1.9500099999999998 5a5q 1.96626 5a5q 6XC
2pho 1.94902 3mfv 1.90163 3mfv Z70
5pe1 1.9000099999999998 4cuu 1.80067 4cuu Y6M
5pgo 1.88052 4cus 1.78338 4cus ES1
5pem 1.9500099999999998 4cup 1.88002 4cup ZYB
4lyi 1.30001 4yh4 1.33199 4yh4 Y81
5pbo 1.9300099999999998 4cur 1.84155 4cur LA7
3gmz 1.43099 3mfw 1.4678200000000001 3mfw B3U
4e5q 1.7024 3mhi 1.70002 3mhi J90
5pfx 1.8860299999999999 4cut 1.83483 4cut TYL
4q7s 1.8002599999999997 4pyy 1.75 4pyy V14
3kon 1.49753 3sbi 1.4 3sbi E90
5dso 1.40099 5nea 1.30156 5nea 8V8
2vvb 1.65898 3n2p 1.6481400000000002 3n2p AYX
5dso 1.40099 6h3q 1.31 6h3q FMH
4q7s 1.8002599999999997 5n0e 1.75164 5n0e 8F3
4q99 1.50001 5e2k 1.40079 5e2k BX4
3d93 1.10095 5drs 1.099 5drs 5EF
5eoi 1.8030000000000002 5fdi 1.8509099999999998 5fdi 5WM
5nxv 1.09728 5ljt 1.0015399999999999 5ljt A6N
2vva 1.55996 3po6 1.47204 3po6 RDT
4q7p 1.65005 4ht0 1.60001 4ht0 V50
3k7k 1.90022 4qsi 1.9500099999999998 4qsi EWZ
5yui 1.19929 4wl4 1.102 4wl4 FC5
4q8z 1.5009 5n25 1.40155 5n25 8HK
5yuk 1.449 3myq 1.35 3myq E27
3kok 1.39809 5n1r 1.3019999999999998 5n1r 8GH
4q7v 1.60001 3m98 1.50001 3m98 E02
3kok 1.39809 5n1s 1.30001 5n1s 8GE
4p34 1.55001 4ogf 1.59985 4ogf CGV
4e5q 1.7024 4ruz 1.6299 4ruz 3W8
4p2g 1.35004 6e5z 1.35056 6e5z CCS
1f2w 1.9000400000000002 4qtl 1.8000599999999998 4qtl WWO
3s76 1.60101 4kuw 1.50181 4kuw MB2
4q7s 1.8002599999999997 5nee 1.7009999999999998 5nee 8V5
4q9y 1.55 3mmf 1.49902 3mmf D9H
5yui 1.19929 6g6t 1.123 6g6t ENN
4q7p 1.65005 4lhi 1.60001 4lhi WWL
3kok 1.39809 3s9t 1.30003 3s9t E49
5dso 1.40099 5e28 1.30165 5e28 BC5
4q90 1.54001 3hlj 1.4414
1f2w 1.9000400000000002 4pyx 1.80004 4pyx V90
2cbb 1.6775900000000001 3n4b 1.60018 3n4b WWZ
5dsp 1.39831 3s8x 1.3000399999999999 3s8x E59
2cbb 1.6775900000000001 3m5e 1.7 3m5e JDR
5yui 1.19929 5llg 1.122 5llg VD9
2ax2 1.50001 5n24 1.5005899999999999 5n24 8HE
6hwz 1.643 6g3v 1.6927400000000001 6g3v FO9
3s76 1.60101 4kv0 1.54999 4kv0 MB7
5yui 1.19929 4rux 1.13983 4rux 3W3
4q7p 1.65005 6got 1.56002 6got F6W
3s76 1.60101 3v5g 1.5015100000000001 3v5g 0F3
5nxv 1.09728 5llc 1.1 5llc V26
2vva 1.55996 5e2s 1.50001 5e2s 5CX
5dsp 1.39831 4rh2 1.3 4rh2 FC9
4q99 1.50001 3m96 1.40001 3m96 E38
4wjx 0.999891 4wkh 1.04952 4wkh CBS
4e5q 1.7024 3mhc 1.6976 3mhc ARZ
4q8z 1.5009 5jq0 1.40091 5jq0 6M4
3d93 1.10095 4ww6 1.06 4ww6 3TV
4q7s 1.8002599999999997 4qjm 1.7500099999999998 4qjm V1F
4e5q 1.7024 5dog 1.7000099999999998 5dog 5DT
4q7s 1.8002599999999997 4kni 1.8000200000000002 4kni E1E
4l6a 1.402 4yik 1.48304 4yik 2O2
3gz0 1.26699 6b4d 1.19626 6b4d 53X
5f60 1.35007 5o97 1.3000200000000002 5o97 9OE
2vva 1.55996 4qsa 1.50101 4qsa EWW
3k7k 1.90022 5llh 1.9000599999999999 5llh V49
5eoi 1.8030000000000002 5fdc 1.75 5fdc 5WN
2vva 1.55996 3m2n 1.6500299999999999 3m2n J74
5yui 1.19929 4q6d 1.123 4q6d WW3
4q7s 1.8002599999999997 3sap 1.75004 3sap E2I
5yui 1.19929 4q6e 1.12101 4q6e KR5
5nxv 1.09728 5ljq 1.05053 5ljq ANV
2vva 1.55996 3n3j 1.50016 3n3j WWV
2cbb 1.6775900000000001 3m40 1.6000299999999998 3m40 J45
5yui 1.19929 4ruy 1.13975 4ruy 3W6
4q99 1.50001 4qsb 1.40002 4qsb E36
4q7s 1.8002599999999997 3m67 1.8000200000000002 3m67 4qsb
4q9y 1.55 3mhm 1.5 3mhm J75
4q9y 1.55 5ehe 1.5 5ehe WWO
2vva 1.55996 3n0n 1.50004 3n0n P9B
3k7k 1.90022 5lle 1.90002 5lle V51
5nxv 1.09728 3sax 1.09922 3sax E50
4e5q 1.7024 4kuy 1.65195 4kuy MB4
4u6j 1.55807 2nq6 1.5025700000000002 2nq6 HM4
2hnx 1.50126 5y0g 1.54201 5y0g 8JL
5nxv 1.09728 4pzh 1.05901 4pzh V13
2nmo 1.35002 6b8k 1.28003 6b8k W9T
2afz 1.6797900000000001 2afx 1.63959 2afx 1BN
2rcq 1.20001 2rct 1.2 2rct RTL
5nfc 1.58728 5h9r 1.57959 5h9r TGZ
4onl 1.3331899999999999 4onm 1.34972 4onm N2F
6exy 1.09995 4r9a 1.19674 4r9a LAT
6exy 1.09995 4r9a 1.19674 4r9a LAT
6s34 1.3497700000000001 4nib 1.30522 4nib DAL
5nfc 1.58728 3t1l 1.60005 3t1l MQT
5nfc 1.58728 4lbo 1.6490599999999997 4lbo SIA
3nv1 1.49752 3nv3 1.5700399999999999 3nv3 NAG
2hnx 1.50126 5y0f 1.54308 5y0f 8JO
2nmo 1.35002 2nn8 1.35 2nn8 LAT
4l6a 1.402 4nfl 1.37496 4nfl 2JW
5ghp 1.192 5ghq 1.1810100000000001 5ghq 6U4
5ghp 1.192 5gho 1.19087 5gho 8DG
5wzo 1.9000099999999998 5wzw 1.9501 5wzw U8D
3u9h 1.7499900000000002 4ux4 1.8 4ux4 E9L
3u9h 1.7499900000000002 4bu8 1.8499700000000001 4bu8 27F
3u9h 1.7499900000000002 4bu6 1.8000200000000002 4bu6 RGK
3u9h 1.7499900000000002 4ufy 1.7000099999999998 4ufy M3W
3u9h 1.7499900000000002 4uhg 1.7000099999999998 4uhg SZ5
3u9h 1.7499900000000002 4bu5 1.80005 4bu5 3F4
4ewe 1.55807 6h1h 1.54001 6h1h FJE
5zn5 1.69823 3r0t 1.75005 3r0t FU9
3u9h 1.7499900000000002 4buv 1.79994 4buv 16I
5cn3 1.2992 5en3 1.21987 5en3 7LU
1f41 1.29847 5jid 1.199 5jid 8PF
1zd6 1.9 3cft 1.87135 3cft 5NS
5cnh 1.4189399999999999 5jiq 1.4480000000000002 5jiq 27M
2g4g 1.85001 5boj 1.75016 5boj 4TX
5lll 1.42 5ihh 1.35001 5ihh 6B5
3cfm 1.60007 5l4m 1.58146 5l4m SBK
5cn3 1.2992 5jim 1.26 5jim P8S
5cnh 1.4189399999999999 5l4i 1.45 5l4i 6J3
3cfm 1.60007 5l4j 1.62 5l4j 6JD
5cnh 1.4189399999999999 5hjg 1.40001 5hjg XDI
1zcr 1.8021900000000002 3cfn 1.8699 3cfn 2AN
5cnh 1.4189399999999999 6gr7 1.40002 6gr7 F52
5cnh 1.4189399999999999 5l4f 1.4800200000000001 5l4f 6J1
6b9z 1.82005 5u6a 1.7360200000000001 5u6a 562
6b9z 1.82005 5u5m 1.87988 5u5m 56C
5xk3 1.99595 5xk7 1.91104 5xk7 DMA
5hwn 1.4990299999999999 4ur7 1.4990299999999999 4ur7 KPI
6qwe 1.3 6qwc 1.24011 6qwc MK7
5pll 1.213 6etg 1.27873 6etg BWT
4ity 1.80155 4iu0 1.77148 4iu0 ABH
4iu5 1.9519900000000001 4iu1 1.95035 4iu1 NDE
2d3n 1.8998700000000002 1wpc 1.9023700000000001 1wpc ACI
1qxe 1.85002 3ic0 1.80004 3ic0 B77
4a88 1.5100799999999999 4a86 1.58504 4a86 2AN
1gd0 1.4995100000000001 3jsg 1.58086 3jsg 0IN
2d4m 1.8500900000000002 3trn 1.83002 3trn UMP
4a88 1.5100799999999999 4a83 1.5401 4a83 DXC
2ad6 1.49858 2ad7 1.49745 2ad7 PQQ
2oxu 1.24294 6eox 1.29818 6eox BKW
4p0h 1.9311 2ooh 1.84991 2ooh OX3
4glf 1.98048 4glj 1.9000599999999999 4glj RHB
2d23 1.95125 2d20 1.8521400000000001 2d20 NPO
1u0e 1.59989 1u0f 1.59886 1u0f G6P
3ou1 1.8002 4eyr 1.8000900000000002 4eyr RIT
1mop 1.60026 3le8 1.7 3le8 2B5
4wrx 1.40002 4ws8 1.4
1mbo 1.50021 2eku 1.4005 2eku 7HE
4ws2 1.13101 4ws4 1.1790100000000001 4ws4 5NU
4wpl 1.15001 4wrz 1.19269 4wrz URF
6b80 1.94887 4yv5 1.9000099999999998 4yv5 SVR
4hkv 1.65 2hmm 1.60002 2hmm AN3
5zr8 1.5000200000000001 6q30 1.49986 6q30 HCH
5zj8 0.9596680000000001 5zj1 0.9590129999999999 5zj1 YT4
4hkv 1.65 2hmk 1.65002 2hmk PEY
2yvm 1.69665 2yvo 1.67068 2yvo AMP
5zj8 0.9596680000000001 5zj7 0.96331 5zj7 9DU
2yvm 1.69665 2yvp 1.6600099999999998 2yvp RBY
5zgi 0.979994 5zio 0.979923 5zio X8Z
4hkv 1.65 2hmo 1.60001 2hmo 3NT
4hpd 1.30001 1ml7 1.24974 1ml7 PYZ
3x26 1.34016 3a8m 1.31864 3a8m CSD
3us3 1.7385 3trq 1.76003 3trq NAG
3r0u 1.9 3r1z 1.89999 3r1z GLU
2a0k 1.79843 2f2t 1.7 2f2t 5IQ
3q6q 1.43 3pa2 1.48 3pa2 FUC
2d1e 1.51206 3i8u 1.4800799999999998 3i8u 18B
5mtd 1.50004 5mte 1.4000700000000001 5mte BB2
3q6q 1.43 3q3a 1.4 3q3a NAG
2pha 1.9000400000000002 2pll 1.90008 2pll ABH
3g5f 1.4 5o4k 1.4979200000000001 5o4k 4lm2
2ex2 1.5504799999999999 2ex8 1.59982 2ex8 PNM
4z9y 1.62788 4za2 1.55 4za2 NAD
4ms0 1.7907799999999998 4llp 1.7490299999999999 4llp 4ZE
2oup 1.5607799999999998 2oun 1.56037 2oun AMP
1qxj 1.79823 1qxr 1.6992099999999999 1qxr PA5
5y1w 1.55955 5y1v 1.619 5y1v 8LO
5o06 1.54661 5o0c 1.6420099999999997 5o0c 9F8
3b4o 1.9000099999999998 3jup 1.9000099999999998 3jup AKD
1qxj 1.79823 1qy4 1.7985200000000001 1qy4 6PG
5o06 1.54661 5o0d 1.5385 5o0d 9F5
1gwa 1.8500299999999998 4ym9 1.7987099999999998 4ym9 4E4
6d0c 1.50001 6czw 1.6 6czw FO7
2but 1.85093 2buu 1.79027 2buu 4NC
2bux 1.79 2buz 1.7900099999999999 2buz 4NC
2bux 1.79 2bv0 1.79046 2bv0 DHB
2but 1.85093 2buv 1.8006099999999998 2buv DHB
6d0c 1.50001 6d0b 1.59998 6d0b FOV
3qmp 1.10004 4zar 1.1502299999999999 4zar MSU
2but 1.85093 2buw 1.7902799999999999 2buw PHB
2bux 1.79 2buy 1.7903799999999999 2buy CAQ
1hm5 1.80013 1koj 1.89516 1koj PAN
3sn1 1.7993299999999999 3sn4 1.85833 3sn4 AKG
5ktr 1.33521 5ktn 1.34 5ktn 13P
6env 1.8203599999999998 3o7s 1.7318799999999999 3o7s MML
3ev0 1.77151 3ev5 1.6829900000000002 3ev5 TMO
5n8a 1.2800200000000002 4r4q 1.34786 4r4q 3HZ
4ipc 1.22 5e7n 1.21002 5e7n 5KR
1ufk 1.8979599999999999 2zbr 1.8746900000000002 2zbr SFG
4j64 1.7809700000000002 4j61 1.69029 4j61 MFW
5jmg 1.8498900000000003 4g8y 1.8000900000000002 4g8y 0FT
3scr 1.8040599999999998 3scs 1.85412 3scs GLF
4j64 1.7809700000000002 4j60 1.6898099999999998 4j60 YEG
1gpf 1.8482900000000002 1w1t 1.90045 1w1t CHQ
1gpf 1.8482900000000002 1w1v 1.8480400000000001 1w1v ALJ
2z9g 1.8585099999999999 2hob 1.94852 2hob PJE
3vb7 1.9500099999999998 3vb5 1.95 3vb5 PHQ
5k7m 1.64979 5il1 1.7067 5il1 SAM
2z9g 1.8585099999999999 2gx4 1.92999 2gx4 NOL
2ya4 1.80105 2ya8 1.74918 2ya8 G39
4opy 1.75006 4oqh 1.70012 4oqh 2UL
5nx0 1.80318 3l2x 1.8004099999999998 3l2x RXR
2z94 1.78 3szn 1.68901 3szn TA2
3wmz 1.9020099999999998 3wn0 1.90002 3wn0 FUB
4dpx 1.9484400000000002 4dpu 1.9002299999999999 4dpu AGS
4wjo 1.45774 4wjn 1.5000200000000001 4wjn SEP
4nfo 1.60931 6bgb 1.5988200000000001 6bgb A7C
4i15 1.6505900000000002 6fe3 1.62002 6fe3 D68
2xnz 1.59402 4fej 1.5 4fej HPA
6gpd 1.74738 6gpc 1.7480000000000002 6gpc ARG
3p8y 1.8000099999999999 3reu 1.9000099999999998 3reu ATP
3p8v 1.8000099999999999 3reu 1.9000099999999998 3reu ATP
2q4i 1.68995 2dio 1.7 2dio EOD
1z8k 1.68995 2dio 1.7 2dio EOD
3p8y 1.8000099999999999 3rex 1.8000099999999999 3rex AMP
3p8v 1.8000099999999999 3rex 1.8000099999999999 3rex AMP
5e71 1.7 5e72 1.7389599999999998 5e72 SAM
2xnz 1.59402 4feo 1.59988 4feo 6AP
5pff 1.95215 5cq7 1.8555 5cq7 53G
4qsp 1.6 5epb 1.5 5epb 5QW
5pgo 1.88052 5cq4 1.78213 5cq4 53C
5pcj 1.9748700000000001 5cq3 1.92465 5cq3 53B
5pff 1.95215 5cua 1.89011 5cua 54U
5pbn 1.8450099999999998 5cud 1.75 5cud ES4
5pdw 1.87782 5cug 1.77997 5cug TYZ
5pcd 1.749 5cq8 1.65078 5cq8 AC6
5pcj 1.9748700000000001 5cq6 1.97029 5cq6 PDC
5e9m 1.7776900000000002 4nra 1.8500599999999998 4nra 2LW
5e9m 1.7776900000000002 4ir5 1.70003 4ir5 IR5
5e9m 1.7776900000000002 4xua 1.7500099999999998 4xua 43C
2zco 1.57935 3acw 1.63 3acw 651
4ijo 1.9002299999999999 3n2u 1.81002 3n2u D3X
2oxz 1.90005 3lk8 1.8001 3lk8 Z79
2oxw 1.15 3f18 1.127 3f18 HS5
2oxw 1.15 3f17 1.10038 3f17 HS4
3pb6 1.04934 3pb8 1.13022 3pb8 AHN
2oxz 1.90005 3ehx 1.90002 3ehx BDL
2oxu 1.24294 3f1a 1.25001 3f1a HS7
2oxz 1.90005 3ehy 1.9000299999999999 3ehy TBL
5e9m 1.7776900000000002 4ir6 1.8000099999999999 4ir6 IR6
5pem 1.9500099999999998 4nrc 1.8600599999999998 4nrc 5ame
5pg7 1.9500099999999998 4nrc 1.8600599999999998 4nrc 5ame
3at2 1.6006799999999999 6a1c 1.68301 6a1c 9NX
6fm6 1.04988 6fm7 1.04026 6fm7 NXL
2q1p 1.49921 4qf7 1.47914 4qf7 C0R
6jkx 1.07989 5y9a 1.10001 5y9a AR3
3fyd 1.7500099999999998 3grr 1.8000099999999999 3grr SAH
3mjl 1.90182 3thh 1.8501 3thh ABH
4q7p 1.65005 2qoa 1.60002 2qoa MAJ
4eus 1.6500099999999998 4yx9 1.75 4yx9 4HY
3mjl 1.90182 4fck 1.9010200000000002 4fck GPA
5tnn 1.9500099999999998 5tnp 1.85001 5tnp FEH
1jcz 1.45001 1jd0 1.49807 1jd0 AZM
4dnf 1.8 5tng 1.7499799999999999 5tng 7LE
5tnl 1.8 5tng 1.7499799999999999 5tng 7LE
5mzw 1.5 5mzy 1.6 5mzy 8EZ
5tni 1.8 5tne 1.74993 5tne 7G0
1tje 1.5000200000000001 1tky 1.48003 1tky A3S
4ee9 1.38106 4m24 1.38609 4m24 CBI
5tni 1.8 5tnf 1.7499099999999999 5tnf 7HW
5f60 1.35007 4pce 1.29284 4pce 2N0
4ioo 1.25001 4pci 1.25003 4pci 2NJ
2oss 1.34992 4f3i 1.3993200000000001 4f3i 0S6
5f60 1.35007 6ft3 1.27903 6ft3 E5T
5hcl 1.49981 4o7b 1.50098 4o7b 2RJ
5hcl 1.49981 4o72 1.4 4o72 2R4
5hcl 1.49981 5kj0 1.5099799999999999 5kj0 6TB
5f60 1.35007 3u5l 1.38998 3u5l 08K
5hcl 1.49981 5f63 1.45001 5f63 5W2
5f60 1.35007 4o7a 1.33969 4o7a 2RF
2oss 1.34992 5e0r 1.3519999999999999 5e0r 5J5
5f60 1.35007 5f62 1.35005 5f62 5W1
5nf7 1.58722 1kjr 1.57237 1kjr BEK
5eoi 1.8030000000000002 3bet 1.80725 3bet CTF
4q7s 1.8002599999999997 3t5u 1.7482400000000002 3t5u A09
1cah 1.89524 3caj 1.8051700000000002 3caj EZL
4q7p 1.65005 2hnc 1.55188 2hnc 1SA
2eb7 1.79862 3gf2 1.7994400000000002 3gf2 SAL
4mre 1.10439 5bzr 1.14995 5bzr 4XM
4mre 1.10439 5bzt 1.10584 5bzt 4XJ
2vva 1.55996 3t5z 1.64946 3t5z B09
4mre 1.10439 5bzq 1.1083 5bzq 4XL
4mre 1.10439 5bzn 1.10792 5bzn 4XD
4bz3 1.2941799999999999 4c1d 1.19751 4c1d X8Z
4gwc 1.89831 4fci 1.8197 4fci GPA
4mre 1.10439 5bze 1.11366 5bze 6BT
4mre 1.10439 5bzs 1.12 5bzs 4XK
4mre 1.10439 5bzp 1.1060299999999998 5bzp 4XG
4mre 1.10439 4np2 1.10645 4np2 FAD
4mre 1.10439 4mrf 1.1055700000000002 4mrf 2CK
4mre 1.10439 4mrh 1.12 4mrh 2CQ
4mre 1.10439 4np3 1.10571 4np3 2L2
4mre 1.10439 5bzm 1.1074 5bzm 4X8
1sml 1.71 5evk 1.62703 5evk 3C7
4mre 1.10439 5bzo 1.10629 5bzo 4XC
4mre 1.10439 5bzc 1.11401 5bzc 4WT
4mre 1.10439 5bzi 1.1140299999999999 5bzi 4WU
4mre 1.10439 5bzk 1.1064399999999999 5bzk 4WP
3azy 1.649 3b00 1.7405700000000002 3b00 16A
4mre 1.10439 4mrg 1.10817 4mrg PNK
4mre 1.10439 5bzl 1.1214600000000001 5bzl 4WO
4mre 1.10439 5bzj 1.11212 5bzj 4WN
4mre 1.10439 5bzh 1.10832 5bzh 4X1
4xik 1.91 4xil 1.9000099999999998 4xil OPX
1ozm 1.95098 1ozq 1.89915 1ozq PRF
4foq 1.9901 4fpj 1.9811299999999998 4fpj D8I
4xik 1.91 4xju 1.98 4xju 19D
5eav 1.5976 5e3k 1.69718 5e3k 5JV
2rcb 1.62001 2rca 1.58425 2rca GLY
4xik 1.91 4xe9 1.8390099999999998 4xe9 OPX
4xik 1.91 4xja 1.98 4xja SFJ
4foq 1.9901 4fph 1.9384599999999998 4fph 0V7
4xjz 1.56 4xjw 1.52601 4xjw OPX
4xik 1.91 4xj9 1.98 4xj9 OPX
2z4u 1.10009 2qes 1.19725 2qes 1uca
5eju 1.54749 5eb6 1.54749 5eb6 CRQ
2ri6 1.67903 2rht 1.70195 2rht C1E
4jwc 1.79961 4hyb 1.70002 4hyb ALC
1q9a 1.03995 3dw5 0.9600200000000001 3dw5 OMU
1q9a 1.03995 3dw6 1.00001 3dw6 UMS
1q9a 1.03995 3dw7 1.0 3dw7 UMS
2pu0 1.9 2pu1 1.80003 2pu1 FSG
3b3w 1.7488099999999998 3b7i 1.7499900000000002 3b7i PLU
3q49 1.54283 3q4a 1.5417100000000001 3q4a SEP
6o0r 1.8000099999999999 6o0q 1.79636 6o0q 5jib
2xnz 1.59402 4fel 1.5991600000000001 4fel HPA
2g55 1.82001 1qcp 1.80018 1qcp RWJ
1q9a 1.03995 3dw4 0.97004 3dw4 OMU
1pw9 1.60004 2os9 1.66198 2os9 INS
1zja 1.59989 2pwd 1.6 2pwd NOJ
1fh8 1.86025 1fhd 1.8600299999999999 1fhd XIM
1pw9 1.60004 2orj 1.59901 2orj BM3
1fh7 1.69976 1fh9 1.6 1fh9 LOX
5exu 1.6500299999999999 5eb7 1.6500299999999999 5eb7 CRQ
3do0 1.36101 6ig7 1.30723 6ig7 LEU
5bvu 1.61151 5bx4 1.6536 5bx4 GIM
5bvu 1.61151 5bx2 1.61165 5bx2 G2F
5cnh 1.4189399999999999 4wnj 1.39818 4wnj QUE
1zd6 1.9 4der 1.90002 4der AGI
1uj4 1.80008 1uj6 1.7400799999999998 1uj6 A5P
1e3f 1.74833 4i85 1.6700099999999998 4i85 H50
4ifu 1.8330000000000002 4ifz 1.90097 4ifz AMP
4n85 1.6000299999999998 3b56 1.55001 3b56 DIU
4ank 1.70003 4act 1.8 4act FT0
3d7p 1.7196 3fc8 1.7500099999999998 3fc8 IFA
1zcr 1.8021900000000002 3fcb 1.8000099999999999 3fcb IFB
5d9f 1.9100099999999998 4yqg 1.8577400000000002 4yqg 4GY
5d9f 1.9100099999999998 4yq6 1.89674 4yq6 4FX
4n85 1.6000299999999998 1y1d 1.7 1y1d FHI
5cnh 1.4189399999999999 6r68 1.45 6r68 JTK
5cn3 1.2992 6r67 1.3 6r67 JTE
3u9h 1.7499900000000002 5al3 1.7499900000000002 5al3 TGW
3u9h 1.7499900000000002 5ows 1.8 5ows KC8
4u6j 1.55807 4ikt 1.59961 4ikt TFV
3u9h 1.7499900000000002 5al1 1.75 5al1 GN5
3atk 1.74102 3rxd 1.69927 3rxd 3a89
3atk 1.74102 3a84 1.7469999999999999 3a84 O09
3atk 1.74102 3a89 1.79902 3a89 SZ4
3atk 1.74102 3a83 1.7800200000000002 3a83 H06
3atk 1.74102 3a81 1.7790000000000001 3a81 H06
5jez 1.7 5jf3 1.60002 5jf3 SF5
3atk 1.74102 3a87 1.7491400000000001 3a87 H06
3atk 1.74102 3a7z 1.80003 3a7z 4yux
3atk 1.74102 3rxs 1.7400200000000001 3rxs SZ4
3atk 1.74102 3ati 1.70927 3ati SZ4
3atk 1.74102 3rxb 1.69933 3rxb ALG
4ncy 1.423 3a8a 1.40034 3a8a FMN
3atk 1.74102 3atm 1.72 3atm TSS
3atk 1.74102 3a7v 1.74944 3a7v 3FZ
3rxh 1.69947 3rxo 1.6 3rxo SW2
3atk 1.74102 3rxj 1.69928 3rxj GBS
5jez 1.7 5jf6 1.7000400000000002 5jf6 BB4
3atk 1.74102 3a7y 1.8093599999999999 3a7y O13
3atk 1.74102 3a8b 1.7500200000000001 3a8b BR6
3atk 1.74102 3rxt 1.6982400000000002 3rxt SZ4
3atk 1.74102 3rxm 1.70013 3rxm SW1
4twr 1.8999700000000002 4wok 1.8500400000000001 4wok NAD
3atk 1.74102 3a88 1.7492400000000001 3a88 H06
3atk 1.74102 3a7w 1.7502 3a7w O04
3atk 1.74102 3a7t 1.7420900000000001 3a7t FAD
3atk 1.74102 3a82 1.75 3a82 O09
3rxa 1.70002 3rxk 1.60002 3rxk SZ8
2fuz 1.70183 1vd5 1.8005900000000001 1vd5 GLY
5f6e 1.11995 5f6y 1.1399299999999999 5f6y 5VM
1jse 1.1194 1ljn 1.19028 1ljn CBS
2yze 1.98995 2yzb 1.8963900000000002 2yzb URC
3rxl 1.70005 3rxi 1.60006 3rxi TSS
2but 1.85093 2buq 1.78983 2buq CAQ
3kgs 1.80004 4n87 1.7936 4n87 GBJ
1zd6 1.9 4ikl 1.9000299999999999 4ikl SUZ
3kgs 1.80004 4qrf 1.7783200000000001 4qrf QAP
3f74 1.69518 3f78 1.59925 3f78 ICF
1jj0 1.90009 1uc0 1.85002 1uc0 F71
6c39 1.5613700000000001 5txi 1.56564 5txi RB6
6nn1 1.5 6n1e 1.56865 6n1e QIF
5bry 1.33877 3ok9 1.27021 3ok9 G52
4fl8 1.19561 4dfg 1.22896 4dfg 0JV
4f75 1.6500700000000001 3el1 1.6924299999999999 3el1 QFI
4fl8 1.19561 3i6o 1.1709200000000002 3i6o GR6
4pwe 1.39536 4y9c 1.4936200000000002 4y9c MKS
3i9p 1.9000099999999998 4ikk 1.9 4ikk SUZ
3w3b 1.9000099999999998 4ikk 1.9 4ikk SUZ
5bry 1.33877 3h5b 1.2893 3h5b 031
2but 1.85093 2bur 1.7901200000000002 2bur PHB
4w7u 1.47868 4w7v 1.43458 4w7v CBI
5bry 1.33877 4kb9 1.2735 4kb9 G79
4mnv 1.8000900000000002 4mnx 1.8501400000000001 4mnx 29N
4pwe 1.39536 4pwi 1.49403 4pwi ROA
5nh5 1.7970099999999998 5nhc 1.7735400000000001 5nhc XUL
5nh5 1.7970099999999998 5nha 1.7725400000000002 5nha SOR
5gpi 1.5764200000000002 5zms 1.67402 5zms 2UE
3afb 1.76417 3a4x 1.76109 3a4x NAG
4oe7 1.9882799999999998 4ptn 1.9874 4ptn GXV
6bun 1.7800099999999999 6buq 1.88001 6buq BR8
1gqv 0.980001 2bzz 0.980002 2bzz AP5
5vwr 1.6927900000000002 3qpg 1.79109 3qpg 3QP
4b5t 1.9231 4b5u 1.91304 4b5u SSN
2cjx 1.70003 2cnl 1.6723299999999999 2cnl MY3
2cjx 1.70003 2cnn 1.70429 2cnn K66
3oty 1.75004 3r0w 1.7021400000000002 3r0w RSY
4g8d 1.34352 4g8b 1.30152 4g8b HL6
3oty 1.75004 3r0y 1.65031 3r0y RSZ
4ojv 1.3135299999999999 4ojx 1.30985 4ojx G
2fbd 1.90002 2h5z 1.92 2h5z CTO
3hre 1.45001 3hlw 1.50003 3hlw NTM
5v5j 1.81382 6onz 1.80003 6onz MYJ
2aqd 1.34808 2as4 1.30017 2as4 3FA
